Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
250040305000007;1;949;2;19;18;27;30;38;23;37;38;32;37;28;22;34;25;18;27;22;26;23;31;16;15;11;16;21;16;14;14;13;9;8;8;13;14;13;7;8;10;9;11;13;8;6;8;7;9;8;9;4;2;5;0;4;3;7;2;4;5;6;2;3;5;2;3;3;4;0;1;1;0;1;0;2;0;9;241;171;366;4;44;2;24;0;
250040305000008;1;572;5;8;5;8;17;14;13;9;20;16;15;7;15;24;18;12;16;16;14;13;18;7;12;8;13;16;5;8;8;10;7;12;12;5;5;13;6;9;3;6;6;6;10;7;5;8;5;6;2;3;2;5;2;3;3;4;3;2;3;3;2;3;5;1;2;4;1;3;3;0;2;1;0;1;1;7;158;107;213;4;21;8;17;0;
250040305000009;8;309;2;11;8;2;6;14;7;9;13;12;14;12;12;9;11;8;5;11;5;5;7;6;2;6;6;5;1;2;6;6;6;9;6;5;7;1;2;5;1;3;1;2;2;2;1;1;1;2;0;2;3;2;1;2;2;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;3;0;0;2;1;4;64;71;122;2;6;3;10;0;
250040305000010;8;297;3;7;6;7;9;8;10;8;9;12;6;10;7;10;9;3;14;11;14;11;6;2;6;6;4;6;6;4;1;4;5;3;2;5;4;2;4;7;2;3;2;3;1;3;4;2;3;4;3;1;0;3;2;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;65;75;106;1;8;3;6;0;
250040305000011;8;690;11;16;23;23;24;26;36;28;29;33;31;33;28;28;18;16;25;12;19;13;8;15;17;17;8;7;12;10;5;2;9;4;7;9;9;8;3;2;10;2;3;2;4;6;3;5;0;1;5;1;2;1;0;2;0;0;3;1;1;0;1;2;0;2;2;0;1;1;0;1;1;0;0;0;1;2;82;114;329;5;40;5;17;0;
250040305000012;8;242;1;0;3;4;15;8;10;9;13;8;10;10;11;9;7;8;6;8;4;4;5;3;2;4;4;3;6;3;3;1;5;5;6;4;0;2;4;3;2;3;1;1;1;3;2;1;1;1;2;1;1;1;1;3;0;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;45;49;106;1;9;2;4;0;
250040305000013;8;375;4;3;9;6;4;8;11;5;6;8;11;16;9;9;11;12;9;14;8;10;4;4;12;7;4;6;2;1;7;7;2;8;3;8;6;5;3;5;7;4;2;5;12;5;4;4;6;9;4;5;3;3;2;1;3;2;3;3;0;0;3;2;0;1;0;0;2;1;1;0;2;2;2;0;0;5;88;85;135;0;19;6;14;1;
250040305000014;8;574;4;5;11;11;24;20;13;27;20;21;20;29;14;10;10;14;18;16;11;12;16;13;11;12;7;9;9;8;5;4;8;11;10;7;3;7;3;12;5;10;4;3;8;7;7;2;4;4;4;2;2;6;0;3;3;5;1;3;2;2;2;0;0;1;1;1;4;2;2;1;2;1;0;1;0;4;136;116;221;4;24;3;12;0;
250040305000015;8;701;1;4;13;21;17;12;21;17;16;24;25;14;25;20;21;21;23;15;18;15;25;10;23;11;14;10;12;9;10;9;13;7;10;8;7;4;9;9;6;6;1;11;6;9;4;6;4;5;5;7;6;8;11;3;5;6;3;6;5;3;1;1;2;4;3;1;0;3;1;3;1;0;1;1;0;10;160;153;278;2;27;9;14;0;
250040305000016;8;599;11;24;19;19;22;15;15;11;15;6;16;15;11;16;21;15;10;19;17;8;20;15;13;18;11;11;12;11;7;11;10;6;5;8;4;6;5;12;5;5;6;8;4;2;5;7;1;7;5;4;2;3;3;4;3;1;4;5;1;2;2;2;1;2;4;2;0;2;1;1;1;1;0;0;0;3;123;122;223;1;12;3;19;0;
250040305000017;5;288;1;4;6;6;10;7;7;6;9;5;7;6;7;5;2;2;10;9;6;6;7;10;9;11;9;8;4;8;5;5;4;3;2;3;2;2;2;3;3;1;5;2;2;1;6;1;2;4;3;5;1;3;1;2;2;2;2;4;2;1;1;2;1;0;1;1;2;0;1;0;0;1;0;0;1;4;81;68;93;0;11;1;7;0;
250040305000018;8;891;1;7;15;16;19;30;24;21;24;20;23;24;30;28;17;15;14;26;20;24;19;18;27;19;14;25;12;7;18;13;9;17;15;14;12;22;9;16;9;17;18;13;7;1;10;6;7;6;7;4;5;9;6;3;1;9;4;3;4;6;4;3;2;1;0;2;6;4;2;3;2;4;5;4;1;9;213;219;326;3;36;8;23;0;
250040305000019;8;188;0;2;4;3;4;3;6;2;6;11;6;5;8;5;7;3;3;7;7;4;4;5;4;4;5;2;0;1;1;2;1;4;2;3;1;3;3;3;4;2;1;2;1;0;0;0;4;2;2;4;2;1;1;2;0;2;1;2;1;2;1;0;0;0;0;1;1;1;0;1;0;0;0;1;0;2;38;44;78;1;11;1;2;0;
250040305000020;8;537;2;5;11;6;9;11;11;8;20;15;16;17;9;14;11;11;13;7;15;8;13;8;9;9;13;13;11;11;5;9;11;7;8;13;7;7;5;8;6;8;7;3;6;3;12;3;2;3;5;5;4;6;1;5;6;7;7;2;6;2;4;5;0;4;2;1;1;4;2;3;1;0;0;3;2;10;142;126;183;9;13;9;18;2;
250040305000021;8;403;4;4;8;6;11;12;16;8;10;6;8;7;15;13;8;10;6;12;10;7;9;9;6;11;5;3;10;9;9;7;8;5;5;5;3;7;9;8;6;6;4;4;1;4;7;3;2;3;4;5;1;2;3;5;2;3;4;3;3;0;1;1;2;1;2;0;1;1;3;0;1;0;3;0;0;3;90;93;149;5;17;2;14;0;
250040305000022;8;220;1;7;4;7;11;6;6;9;8;6;6;4;6;7;13;7;3;8;6;5;1;5;4;4;6;3;6;1;1;2;4;2;3;2;4;3;3;1;2;2;1;2;3;1;2;1;0;1;1;2;2;1;0;0;0;2;0;0;0;2;1;1;1;0;1;0;0;1;0;1;2;0;0;1;0;1;38;45;87;2;14;1;1;1;
250040305000023;1;345;5;9;7;17;13;6;6;2;11;13;15;6;17;12;14;6;10;8;6;7;9;14;11;8;6;4;5;2;5;4;6;1;1;2;3;4;5;0;2;7;5;3;6;1;2;0;1;6;0;0;4;0;4;2;3;4;4;1;2;2;0;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;76;63;123;1;19;4;8;0;
250040305000024;1;500;6;7;5;10;6;13;9;4;11;18;14;9;9;11;9;11;11;12;8;6;15;12;10;8;15;14;11;10;6;9;9;8;13;10;4;8;6;7;5;8;10;8;10;5;7;8;3;5;1;4;4;2;1;5;4;1;6;2;1;0;3;3;4;1;2;0;1;0;4;2;0;0;3;1;2;10;149;106;164;6;26;7;6;0;
250050205000001;1;664;6;4;14;11;11;20;20;19;32;25;22;25;15;17;15;16;15;21;11;16;19;18;8;14;14;12;11;13;14;14;10;10;7;10;10;6;3;7;5;5;9;10;4;0;6;6;2;5;4;2;5;4;3;1;3;2;2;1;3;2;6;3;3;4;0;1;3;6;2;3;4;1;0;1;1;7;147;124;254;11;50;6;22;4;
250050205000002;1;567;2;4;8;13;16;18;17;15;17;32;25;20;25;19;14;15;10;12;17;16;16;12;8;9;9;9;10;10;4;11;10;7;8;3;11;5;10;10;4;3;3;9;3;2;5;3;4;4;3;5;2;4;3;3;1;1;1;2;3;1;2;2;2;4;1;1;1;0;2;1;1;0;0;0;0;4;118;96;243;5;41;4;14;0;
250050205000003;1;516;3;6;8;12;17;30;18;32;23;22;26;26;18;19;11;14;17;15;18;16;13;9;14;9;9;11;8;7;3;6;10;6;3;3;5;2;2;4;2;4;0;3;0;0;1;1;2;2;2;2;2;3;1;1;2;3;1;0;2;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;96;98;238;1;14;2;21;0;
250050205000004;1;828;3;13;16;29;21;21;25;26;27;23;27;17;21;20;20;16;22;18;26;19;24;15;21;16;22;18;15;12;19;14;18;17;11;16;9;15;11;8;9;8;7;9;5;6;6;9;2;6;4;6;2;7;2;5;2;6;3;1;2;2;4;1;2;4;3;1;0;1;2;1;2;0;0;0;2;5;212;176;290;3;29;5;25;2;
250050205000005;1;792;1;7;17;10;15;11;19;18;13;21;27;16;22;34;15;15;26;21;17;26;24;14;13;25;18;15;17;13;11;9;7;18;9;12;15;7;12;7;12;15;16;15;15;7;7;4;4;8;10;9;4;2;4;5;2;6;2;5;1;2;6;3;3;4;1;3;2;2;2;2;2;1;2;0;3;4;216;179;267;3;29;9;33;0;
250050205000006;1;791;9;9;22;31;25;30;30;31;27;29;30;28;36;34;20;20;15;26;26;19;21;18;20;19;13;16;9;16;7;13;15;12;9;11;9;4;6;4;6;8;4;2;2;2;4;6;1;0;1;2;0;1;1;2;2;2;3;3;2;0;2;2;0;2;1;0;1;0;3;0;0;0;0;1;0;6;153;148;331;2;32;4;23;2;
250050205000007;1;784;8;12;11;12;15;15;15;9;19;20;21;16;13;18;23;13;14;32;14;15;14;18;20;18;15;14;20;16;10;15;17;11;11;9;9;8;13;17;11;11;12;4;9;10;8;7;11;9;6;4;6;5;3;6;8;8;8;5;8;4;2;8;5;1;2;2;6;1;5;2;2;3;0;2;1;9;232;157;259;3;28;8;30;1;
250050205000008;1;721;4;8;22;14;15;17;19;11;24;33;33;21;24;23;24;33;31;19;26;14;11;18;15;13;16;19;12;9;8;15;15;11;8;7;3;7;9;8;2;7;8;12;6;2;6;2;6;7;3;2;0;2;3;2;2;2;1;1;1;1;3;1;0;2;1;2;0;1;0;2;1;2;1;1;0;7;170;149;265;2;38;6;24;3;
250050205000009;8;247;0;2;4;6;5;9;7;7;11;17;17;7;11;7;17;11;6;10;3;7;5;6;6;4;4;9;5;3;1;2;2;3;1;5;1;1;1;2;1;1;1;0;2;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;1;1;2;0;3;0;0;0;0;0;0;0;1;0;0;1;0;1;32;45;125;0;16;0;9;2;
250050205000010;8;311;9;5;7;8;9;5;12;8;10;9;21;8;11;12;13;6;7;11;8;6;5;7;4;6;10;6;6;8;3;4;5;5;3;2;2;3;1;5;5;9;5;0;2;4;0;0;1;1;0;0;1;2;1;0;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1;0;2;1;0;0;1;53;65;128;1;14;4;7;0;
250050205000011;8;203;0;0;1;3;5;3;2;6;5;12;13;6;11;9;9;9;11;6;10;4;4;8;1;6;2;2;4;5;5;1;3;1;3;0;1;2;7;1;2;0;0;2;0;3;0;0;0;0;0;0;2;1;1;2;0;1;0;0;1;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;38;34;104;1;11;0;4;0;
250050205000012;8;220;0;1;2;8;3;5;8;10;13;7;14;6;9;9;7;1;3;8;3;2;3;3;4;7;6;1;4;2;4;3;1;5;2;2;2;2;0;2;0;1;2;0;3;2;3;5;1;1;1;3;1;1;2;1;0;2;2;2;1;1;1;0;0;1;2;0;2;1;2;1;1;0;0;0;0;2;49;41;95;0;15;1;4;0;
250050205000013;8;336;5;10;7;11;8;12;8;10;17;6;13;11;13;13;11;6;6;8;14;8;10;6;5;3;7;9;6;8;2;2;3;3;4;2;6;2;2;1;3;3;2;2;2;3;1;3;0;3;4;1;2;2;2;3;0;1;2;0;1;3;2;0;0;2;1;1;0;1;2;2;0;1;1;0;0;2;71;66;128;2;15;0;13;0;
250050205000014;8;209;0;2;1;4;9;4;11;6;3;11;6;6;9;6;8;5;8;6;4;4;3;3;4;4;1;5;5;3;3;4;0;2;6;9;1;2;0;4;4;1;2;3;3;0;2;0;2;3;0;2;1;0;0;2;0;2;0;0;0;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;1;2;46;48;84;0;10;3;2;0;
250050205000015;8;123;0;1;1;4;6;0;7;7;7;7;3;2;2;4;4;3;3;4;3;1;1;2;2;4;2;2;2;0;2;4;2;2;1;1;3;3;1;1;0;1;0;1;0;0;0;2;1;1;1;0;0;0;2;0;0;0;0;0;2;1;1;0;0;1;0;0;0;0;1;2;0;0;0;0;0;2;23;28;46;1;2;0;4;0;
250050205000016;8;225;1;2;2;6;5;5;7;6;10;10;13;12;14;5;5;5;3;5;11;5;6;8;7;3;1;3;3;3;5;1;3;1;1;1;2;3;3;4;2;2;3;1;0;0;2;0;2;0;3;2;0;1;1;2;4;2;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;45;28;105;7;8;8;7;0;
250050205000017;8;444;0;4;3;18;8;14;15;21;13;14;18;11;12;12;13;10;12;10;20;10;16;8;8;7;9;9;11;5;8;4;9;7;4;4;3;6;0;3;5;2;2;3;2;2;2;0;6;2;3;3;3;3;2;1;2;7;4;5;2;1;1;3;0;2;0;0;3;2;1;1;1;0;2;1;1;5;89;91;192;2;22;3;11;0;
250050205000018;5;184;0;0;3;4;10;4;4;7;9;8;4;9;4;9;8;6;7;6;7;8;3;4;9;4;2;6;2;3;2;5;3;2;2;0;1;4;1;0;0;0;3;2;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;28;33;83;1;11;4;5;0;
250050205000019;5;142;1;0;1;3;2;6;4;3;3;2;7;3;6;4;5;8;6;1;6;3;1;5;3;2;3;1;1;2;3;2;1;2;1;4;2;7;3;1;5;1;1;2;1;0;1;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;2;33;27;59;0;9;0;4;0;
250053605000001;1;458;4;5;3;13;10;7;15;5;14;16;7;12;10;19;11;9;6;9;14;7;14;11;13;6;7;13;9;10;7;5;8;7;2;4;8;3;3;9;5;10;8;7;11;5;9;6;4;3;6;2;8;3;5;2;3;3;1;2;2;1;1;1;2;0;0;2;3;0;1;0;1;0;1;0;0;5;133;104;152;2;15;6;10;0;
250053605000002;1;501;4;3;6;12;14;15;16;10;11;13;21;12;19;13;11;8;9;16;15;13;4;9;12;12;14;13;11;9;12;8;9;12;4;5;9;5;7;3;13;9;4;2;5;3;4;7;5;1;4;3;5;1;2;2;2;2;0;6;1;0;2;1;0;1;1;3;1;1;0;1;1;1;1;1;2;4;154;94;170;4;15;7;18;0;
250053605000003;8;209;0;1;3;3;5;6;7;6;5;7;10;5;6;6;8;4;5;3;4;5;6;4;5;6;7;3;4;5;7;3;2;2;3;2;1;6;2;0;2;1;2;0;3;1;3;2;0;2;1;0;1;3;1;1;0;1;2;2;1;2;1;0;0;1;0;0;1;0;0;2;0;1;0;2;0;3;53;43;84;1;11;2;3;0;
250053605000004;5;289;1;4;9;9;10;6;6;10;13;10;11;7;9;9;7;7;9;8;6;7;8;1;6;7;4;5;7;1;4;4;2;5;8;2;2;0;6;3;6;3;4;4;3;3;4;0;3;0;1;0;2;1;3;0;0;0;1;2;1;2;0;2;0;3;0;0;0;0;0;1;0;2;0;0;0;5;76;44;116;4;9;2;3;1;
250053605000005;8;298;0;3;2;10;12;8;6;11;8;17;12;8;8;10;10;11;9;9;4;7;7;2;5;5;7;3;4;6;6;4;5;3;5;4;3;5;2;4;5;4;1;5;2;5;0;0;2;1;1;1;1;0;1;0;2;0;3;2;0;0;0;2;1;4;1;2;1;1;0;2;1;1;0;1;0;0;81;55;117;1;7;1;6;1;
250053605000006;8;247;0;1;1;2;5;5;4;10;11;8;12;7;5;8;3;6;6;6;4;6;3;4;1;6;6;4;0;5;2;4;4;4;5;2;2;7;3;5;4;3;1;3;2;2;2;3;2;2;0;0;8;6;1;3;1;1;1;2;4;1;4;1;0;0;1;2;0;1;0;0;3;1;0;1;0;4;78;40;103;7;3;4;3;0;
250053605000007;8;426;1;2;1;4;13;11;7;18;14;20;30;17;16;18;10;15;15;8;10;7;9;2;6;5;7;5;4;6;8;5;5;6;7;4;6;6;2;3;3;6;4;4;5;3;5;3;1;4;9;2;2;2;1;2;1;3;0;3;1;1;0;2;0;3;0;3;0;2;1;2;2;3;0;1;0;9;97;72;197;5;17;5;10;1;
250053605000008;8;95;1;0;1;3;2;1;5;2;3;2;1;3;3;8;1;7;3;4;2;2;5;3;1;3;0;0;1;1;2;0;1;1;2;0;0;1;1;1;1;4;0;1;1;0;3;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;22;49;0;0;0;1;0;
250053605000009;1;548;4;9;9;9;10;14;12;13;17;15;24;11;9;15;9;9;15;10;13;16;6;15;10;8;10;9;8;6;13;10;7;16;5;8;5;13;8;10;14;10;3;9;5;5;9;0;6;5;4;3;4;5;1;5;5;4;5;1;2;1;2;2;4;1;0;2;2;3;1;0;0;0;2;0;2;11;170;105;196;5;14;7;10;0;
250053605000010;5;331;0;3;2;8;6;9;8;12;7;7;5;13;8;2;10;8;8;13;10;2;10;5;8;4;4;7;4;6;5;7;9;11;5;3;2;9;5;2;4;7;5;2;2;2;4;4;2;1;4;2;3;2;1;2;4;1;1;3;0;1;3;3;0;2;2;1;4;3;1;0;1;0;1;1;1;4;115;84;100;3;4;3;3;0;
250057705000001;1;548;12;15;13;15;9;12;9;11;16;15;13;13;16;15;11;7;8;11;10;17;8;8;17;15;7;9;8;9;12;10;4;6;10;10;7;10;2;10;5;6;8;9;6;4;5;9;4;6;4;3;4;5;4;5;4;3;6;2;2;2;2;1;4;0;3;3;1;1;5;2;0;2;0;1;1;6;166;119;156;7;12;7;14;0;
250057705000002;8;281;1;2;4;10;9;7;4;10;7;7;8;9;8;12;7;9;6;7;8;6;7;3;7;6;7;4;8;3;4;2;8;3;3;4;5;2;4;2;4;0;2;1;3;3;0;4;4;1;2;2;2;1;2;4;1;2;1;6;0;1;2;2;1;0;0;0;0;1;1;0;2;2;0;0;0;1;67;55;111;2;8;2;10;0;
250057705000003;8;152;3;2;2;3;3;4;5;3;7;2;7;6;3;7;7;5;3;3;5;4;2;2;4;1;4;3;2;1;5;1;1;4;1;0;0;1;3;1;3;2;1;1;0;0;3;0;1;0;2;1;2;2;0;2;1;1;1;1;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;0;1;2;31;30;67;1;3;5;2;0;
250057705000004;8;202;0;1;3;8;2;6;5;6;8;8;10;13;5;7;6;4;13;5;7;11;6;3;2;6;3;3;5;1;7;1;3;1;0;1;1;0;3;3;0;0;2;2;3;0;1;2;0;0;1;2;1;0;0;0;0;2;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;1;48;34;88;1;10;2;5;0;
250057705000005;1;302;1;0;3;5;7;14;10;15;16;8;12;8;8;17;8;11;11;17;8;10;10;8;7;6;7;6;6;6;4;10;4;3;2;0;3;1;2;2;0;2;1;1;2;2;0;1;0;4;1;1;4;0;0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;105;57;87;6;14;14;3;0;
250060105000001;1;614;0;4;12;10;14;17;12;17;14;14;14;12;13;18;13;15;13;10;13;18;12;13;19;17;16;14;14;7;14;9;8;18;10;14;10;14;5;5;7;8;7;9;12;4;7;6;7;3;6;5;2;4;5;4;6;3;3;3;2;4;4;1;1;0;3;1;1;1;4;1;1;1;2;0;0;4;191;131;183;1;40;3;11;0;
250060105000002;1;637;1;7;7;13;16;23;20;23;21;27;18;15;21;15;14;20;20;21;18;18;22;12;15;16;15;18;12;17;11;14;10;8;8;8;7;7;4;7;7;6;6;4;6;4;7;6;2;4;3;4;4;2;4;1;4;3;3;1;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;172;137;237;2;21;4;16;2;
250060105000003;1;599;5;7;7;16;13;29;24;18;23;15;15;13;20;16;19;12;13;9;18;19;8;14;15;14;13;8;13;9;18;10;11;16;12;5;7;7;11;4;6;7;9;3;2;7;7;3;7;0;6;3;2;4;1;2;0;0;2;4;4;1;3;3;0;1;1;0;1;0;1;0;0;0;0;0;0;3;164;129;207;1;30;7;12;0;
250060105000004;1;399;0;2;1;4;7;9;19;14;17;17;17;14;16;13;15;12;10;11;10;11;8;10;11;9;10;4;3;6;9;4;7;1;6;4;5;8;1;6;4;6;4;2;4;5;6;3;1;3;4;1;3;2;2;0;1;0;1;1;0;3;0;3;0;1;0;1;0;0;1;1;0;1;0;0;0;4;105;84;155;1;22;0;14;0;
250060105000005;1;613;0;5;7;12;14;18;17;10;19;18;17;14;19;14;15;16;13;11;18;12;16;10;13;10;14;20;16;17;9;11;13;12;8;14;12;13;13;4;10;6;4;6;4;7;11;5;2;4;2;4;5;3;1;1;3;4;3;0;2;2;4;5;2;1;2;4;0;2;1;0;2;0;0;1;2;4;171;125;202;2;38;12;25;0;
250060105000006;1;372;1;3;5;5;6;6;17;10;12;11;13;7;10;6;12;9;9;5;9;4;10;6;8;7;8;5;8;8;11;5;6;6;8;8;8;4;3;3;2;5;6;10;3;3;5;3;3;3;3;2;7;4;2;1;4;1;2;2;0;4;1;2;1;0;0;1;2;0;0;3;1;0;1;0;2;1;118;75;115;2;22;2;18;0;
250060105000007;1;459;3;5;8;7;10;1;10;9;7;11;13;11;12;15;11;9;6;18;6;7;8;15;8;10;8;9;5;17;5;10;8;8;10;6;10;12;6;3;6;6;5;7;5;4;8;8;5;2;2;4;1;2;2;8;2;3;3;0;1;4;2;2;2;2;4;3;1;2;2;2;2;1;2;0;0;7;130;98;146;4;22;6;16;0;
250060105000008;1;268;0;3;4;4;6;11;12;7;6;16;8;11;7;10;10;4;10;6;3;7;4;3;5;5;6;6;5;3;2;5;1;3;2;8;7;5;3;5;1;4;2;4;2;3;3;1;2;1;2;0;1;1;2;0;0;2;0;4;1;1;0;0;2;0;1;0;1;0;0;0;1;0;0;2;0;1;71;50;107;3;5;3;11;0;
250060105000009;8;355;1;3;2;2;11;13;13;16;10;15;14;8;11;6;13;9;9;11;10;12;11;13;8;7;4;13;6;5;5;5;3;5;2;6;2;6;2;3;3;1;1;4;5;1;4;3;4;3;4;0;4;2;3;2;0;3;0;1;1;1;0;2;0;2;0;1;0;0;1;0;0;1;1;0;0;2;84;81;147;1;10;4;7;0;
250060105000010;8;113;0;0;1;1;5;2;6;7;3;4;3;4;5;4;3;5;2;5;0;1;3;2;2;4;5;1;1;4;2;1;1;2;0;2;1;1;1;3;0;0;1;1;0;1;1;3;0;0;1;1;0;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;19;24;58;0;3;0;1;1;
250060105000011;8;243;1;1;1;4;7;13;7;8;8;11;7;7;5;8;3;7;7;9;4;9;3;7;8;6;6;3;5;4;5;4;2;2;4;4;0;5;0;2;2;0;4;2;1;5;1;0;1;3;4;0;5;3;2;0;2;1;1;1;0;0;0;2;0;0;0;0;0;1;0;1;2;0;0;0;0;2;43;43;117;1;14;1;4;6;
250060105000012;8;296;0;2;2;6;10;14;7;13;13;12;13;9;7;11;17;5;6;5;10;5;7;7;10;3;4;10;6;3;4;8;9;2;3;5;1;1;5;1;5;0;3;6;2;0;2;1;0;3;0;2;2;1;1;0;3;1;0;1;0;1;0;1;1;0;0;2;0;0;0;0;1;0;0;0;1;0;57;61;140;0;11;0;4;0;
250060105000013;8;29;0;0;1;0;1;0;0;2;2;1;1;2;0;1;1;2;0;3;5;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;9;0;0;0;4;1;
250060105000014;8;416;4;6;8;12;8;11;8;11;15;8;8;9;6;9;9;11;6;13;8;11;7;10;10;13;7;11;7;4;7;5;8;7;9;5;7;4;8;9;6;5;9;3;5;5;3;3;3;1;4;2;2;3;3;2;1;3;1;4;2;1;4;1;1;1;2;2;1;2;1;2;1;3;1;0;0;4;113;105;130;5;10;2;10;0;
250060105000015;5;1086;10;9;17;20;30;28;33;34;36;26;37;30;40;22;23;30;25;24;20;25;28;31;25;30;17;26;18;29;25;17;25;26;16;18;13;9;12;19;7;3;9;7;7;9;9;7;4;8;8;9;3;8;4;6;7;8;4;10;3;2;6;7;3;8;4;0;2;0;1;1;1;1;2;0;1;4;284;226;365;2;45;6;39;0;
250060105000016;5;444;1;0;5;8;7;4;10;14;13;7;17;9;15;14;14;9;16;12;12;9;12;12;11;12;10;8;11;8;11;9;8;4;12;7;3;10;8;9;5;6;6;4;6;13;5;2;2;3;4;1;5;1;3;1;1;0;0;0;1;2;2;1;0;0;0;0;4;0;0;0;0;0;0;1;0;4;122;111;155;4;16;4;11;0;
250060105000017;8;233;0;0;11;5;4;10;8;8;5;9;6;5;7;6;12;10;9;8;11;6;6;8;7;7;4;5;1;3;2;4;1;3;2;3;2;3;4;1;0;1;2;2;2;4;1;2;1;2;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;1;51;58;93;0;3;2;6;0;
250060105000018;8;49;0;0;0;0;1;2;2;1;1;2;4;1;1;2;1;0;3;0;1;2;0;1;1;0;0;1;0;1;1;3;1;3;1;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;15;15;15;2;0;1;0;0;
250060105000019;1;539;3;9;10;14;13;12;22;16;22;20;14;16;14;14;15;12;10;19;13;16;10;11;17;12;12;17;15;11;10;9;9;9;9;5;9;8;3;3;7;4;6;9;3;2;3;3;3;1;4;1;3;1;2;3;2;4;0;1;1;2;1;0;0;0;0;3;0;2;0;0;1;1;0;1;0;2;148;113;173;7;18;7;24;0;
250060105000020;1;283;1;4;6;3;3;8;11;8;12;4;11;16;6;7;7;9;9;4;1;3;3;8;6;9;4;5;4;6;3;6;12;7;14;6;2;4;6;6;4;5;0;4;0;3;1;1;3;1;1;1;3;1;0;4;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;79;60;98;0;15;1;8;4;
250060105000021;1;208;0;1;3;3;6;2;6;8;6;12;6;5;9;7;12;5;4;6;8;11;5;5;6;6;4;2;3;7;3;1;1;5;3;1;2;3;2;0;1;3;4;2;3;2;2;0;1;1;0;1;0;1;2;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;64;48;69;1;5;2;6;0;
250060105000022;1;367;3;1;0;11;11;5;10;14;10;13;14;10;10;12;10;11;12;11;12;7;10;12;8;12;5;9;9;12;5;4;4;3;8;4;7;4;4;2;1;1;5;2;4;4;3;5;3;5;4;1;1;2;4;1;6;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;88;73;127;0;16;11;23;1;
250060105000023;1;554;0;1;7;17;7;14;9;19;18;15;21;20;16;18;16;19;13;12;9;15;12;15;10;14;11;15;14;13;6;10;7;9;12;16;8;9;6;3;7;5;3;6;3;6;4;6;4;6;3;7;3;5;3;3;3;2;1;1;0;1;2;0;1;2;1;2;0;0;1;1;2;0;0;0;0;4;161;126;187;3;23;3;15;1;
250060105000024;1;838;3;7;9;18;17;17;21;24;21;16;19;21;14;23;28;30;32;19;30;18;32;19;14;25;22;21;13;15;13;14;26;19;12;6;11;15;8;13;13;9;16;6;5;8;4;5;6;5;5;6;6;7;4;3;8;2;6;3;4;0;1;1;1;2;0;4;0;1;2;0;1;0;0;1;3;5;212;159;305;6;43;12;47;0;
