Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
250030405000024;8;18;18;18;0;0;5;0;0;0;0;13;0;0;2;16;18;0;2;16;0;0;0;0;18;18;0;0;0;0;0;0;0;18;0;0;0;0;18;18;0;0;0;18;0;9;9;9;0;0;3;0;0;0;0;6;0;0;1;8;9;0;1;8;0;0;0;0;9;9;0;0;0;0;0;0;0;9;0;0;0;0;9;9;0;0;0;9;0;9;9;9;0;0;2;0;0;0;0;7;0;0;1;8;9;0;1;8;0;0;0;0;9;9;0;0;0;0;0;0;0;9;0;0;0;0;9;9;0;0;0;9;0
250030405000025;8;434;434;434;0;0;375;0;0;31;28;0;5;33;305;91;413;0;0;351;9;0;53;21;12;7;5;0;0;422;0;0;0;388;0;46;0;0;427;427;0;7;414;0;13;215;215;215;0;0;187;0;0;13;15;0;3;12;151;49;205;0;0;173;2;0;30;10;6;4;2;0;0;209;0;0;0;193;0;22;0;0;213;213;0;2;208;0;5;219;219;219;0;0;188;0;0;18;13;0;2;21;154;42;208;0;0;178;7;0;23;11;6;3;3;0;0;213;0;0;0;195;0;24;0;0;214;214;0;5;206;0;8
250030405000026;8;27;27;27;0;0;18;0;0;9;0;0;0;0;14;13;27;0;0;27;0;0;0;0;11;11;0;0;0;16;0;0;0;24;0;3;0;0;27;27;0;0;27;0;0;15;15;15;0;0;10;0;0;5;0;0;0;0;8;7;15;0;0;15;0;0;0;0;6;6;0;0;0;9;0;0;0;13;0;2;0;0;15;15;0;0;15;0;0;12;12;12;0;0;8;0;0;4;0;0;0;0;6;6;12;0;0;12;0;0;0;0;5;5;0;0;0;7;0;0;0;11;0;1;0;0;12;12;0;0;12;0;0
250030405000027;8;323;323;323;0;0;315;0;0;8;0;0;8;5;166;144;290;0;0;290;0;0;0;33;22;18;4;0;0;301;0;0;0;323;0;0;0;0;322;322;0;1;322;0;0;164;164;164;0;0;161;0;0;3;0;0;5;2;84;73;147;0;0;147;0;0;0;17;14;11;3;0;0;150;0;0;0;164;0;0;0;0;163;163;0;1;163;0;0;159;159;159;0;0;154;0;0;5;0;0;3;3;82;71;143;0;0;143;0;0;0;16;8;7;1;0;0;151;0;0;0;159;0;0;0;0;159;159;0;0;159;0;0
250030405000028;8;691;691;691;0;0;614;5;0;34;25;13;153;37;245;256;672;0;0;484;186;0;2;19;624;576;43;5;0;67;0;0;0;610;1;75;2;3;690;690;0;1;621;66;3;364;364;364;0;0;326;2;0;19;10;7;72;19;134;139;354;0;0;259;93;0;2;10;328;302;24;2;0;36;0;0;0;321;1;40;1;1;363;363;0;1;329;33;1;327;327;327;0;0;288;3;0;15;15;6;81;18;111;117;318;0;0;225;93;0;0;9;296;274;19;3;0;31;0;0;0;289;0;35;1;2;327;327;0;0;292;33;2
250030405000029;8;571;571;571;0;0;449;53;0;25;29;15;16;27;303;225;524;0;0;473;46;4;1;47;515;487;25;3;0;56;0;0;0;431;11;129;0;0;565;565;0;6;551;0;14;286;286;286;0;0;223;24;0;14;17;8;9;14;156;107;262;0;0;236;23;2;1;24;257;244;11;2;0;29;0;0;0;218;5;63;0;0;283;283;0;3;273;0;10;285;285;285;0;0;226;29;0;11;12;7;7;13;147;118;262;0;0;237;23;2;0;23;258;243;14;1;0;27;0;0;0;213;6;66;0;0;282;282;0;3;278;0;4
250030405000030;5;1058;1058;1058;0;0;933;3;63;5;54;0;1008;0;3;47;1050;16;978;47;9;0;0;8;982;958;24;0;0;76;1051;1007;44;0;0;7;0;0;1056;1056;0;2;1012;44;0;541;541;541;0;0;476;1;32;2;30;0;511;0;2;28;535;10;503;19;3;0;0;6;497;485;12;0;0;44;539;518;21;0;0;2;0;0;540;540;0;1;516;24;0;517;517;517;0;0;457;2;31;3;24;0;497;0;1;19;515;6;475;28;6;0;0;2;485;473;12;0;0;32;512;489;23;0;0;5;0;0;516;516;0;1;496;20;0
250030405000031;5;1114;1114;1114;0;0;960;0;74;0;80;0;1037;5;0;72;1106;57;29;1009;4;0;7;8;790;745;42;3;0;324;1114;1114;0;0;0;0;0;0;1107;1107;0;7;1066;32;9;552;552;552;0;0;472;0;38;0;42;0;510;4;0;38;545;27;9;505;2;0;2;7;384;362;20;2;0;168;552;552;0;0;0;0;0;0;547;547;0;5;523;19;5;562;562;562;0;0;488;0;36;0;38;0;527;1;0;34;561;30;20;504;2;0;5;1;406;383;22;1;0;156;562;562;0;0;0;0;0;0;560;560;0;2;543;13;4
250030405000032;8;376;376;376;0;0;364;3;0;0;9;0;0;4;298;74;337;0;0;329;8;0;0;39;115;115;0;0;0;261;0;0;0;231;0;145;0;0;376;376;0;0;362;0;14;178;178;178;0;0;174;1;0;0;3;0;0;2;141;35;164;0;0;160;4;0;0;14;62;62;0;0;0;116;0;0;0;106;0;72;0;0;178;178;0;0;173;0;5;198;198;198;0;0;190;2;0;0;6;0;0;2;157;39;173;0;0;169;4;0;0;25;53;53;0;0;0;145;0;0;0;125;0;73;0;0;198;198;0;0;189;0;9
250030405000033;8;347;347;347;0;0;169;135;0;26;14;3;10;28;129;180;326;0;36;261;29;0;0;21;319;287;17;5;10;28;8;5;3;292;10;37;0;0;334;334;0;13;314;6;14;189;189;189;0;0;88;77;0;15;8;1;7;13;67;102;177;0;16;146;15;0;0;12;173;159;8;4;2;16;6;4;2;160;2;21;0;0;179;179;0;10;168;3;8;158;158;158;0;0;81;58;0;11;6;2;3;15;62;78;149;0;20;115;14;0;0;9;146;128;9;1;8;12;2;1;1;132;8;16;0;0;155;155;0;3;146;3;6
250030405000034;8;441;436;436;0;0;382;0;20;34;0;0;7;0;201;228;399;4;13;376;0;5;1;37;399;395;4;0;0;37;3;3;0;346;28;37;0;22;436;436;0;0;436;0;0;216;213;213;0;0;187;0;11;15;0;0;4;0;93;116;196;2;5;186;0;2;1;17;196;194;2;0;0;17;2;2;0;166;16;16;0;13;213;213;0;0;213;0;0;225;223;223;0;0;195;0;9;19;0;0;3;0;108;112;203;2;8;190;0;3;0;20;203;201;2;0;0;20;1;1;0;180;12;21;0;9;223;223;0;0;223;0;0
250030405000035;8;279;279;279;0;0;106;7;0;42;124;0;41;90;82;66;265;13;0;240;0;12;0;14;259;241;10;8;0;20;23;9;14;234;6;16;0;0;279;279;0;0;157;33;89;145;145;145;0;0;50;4;0;27;64;0;24;45;42;34;137;7;0;124;0;6;0;8;135;125;7;3;0;10;11;4;7;124;3;7;0;0;145;145;0;0;75;21;49;134;134;134;0;0;56;3;0;15;60;0;17;45;40;32;128;6;0;116;0;6;0;6;124;116;3;5;0;10;12;5;7;110;3;9;0;0;134;134;0;0;82;12;40
250030405000036;8;880;880;880;0;0;651;2;0;145;82;0;8;361;9;502;527;0;0;353;174;0;0;353;134;129;5;0;0;746;8;8;0;583;0;289;0;0;853;853;0;27;790;34;29;450;450;450;0;0;336;2;0;76;36;0;3;182;4;261;265;0;0;177;88;0;0;185;62;61;1;0;0;388;3;3;0;297;0;150;0;0;432;432;0;18;401;15;16;430;430;430;0;0;315;0;0;69;46;0;5;179;5;241;262;0;0;176;86;0;0;168;72;68;4;0;0;358;5;5;0;286;0;139;0;0;421;421;0;9;389;19;13
250030405000037;1;560;560;560;0;0;451;0;77;0;32;0;560;0;0;0;560;559;0;0;1;0;0;0;560;421;86;41;12;0;560;560;0;0;0;0;0;0;560;560;0;0;547;13;0;261;261;261;0;0;209;0;35;0;17;0;261;0;0;0;261;261;0;0;0;0;0;0;261;197;37;20;7;0;261;261;0;0;0;0;0;0;261;261;0;0;253;8;0;299;299;299;0;0;242;0;42;0;15;0;299;0;0;0;299;298;0;0;1;0;0;0;299;224;49;21;5;0;299;299;0;0;0;0;0;0;299;299;0;0;294;5;0
250030405000038;1;742;742;742;0;0;590;19;87;0;46;0;741;0;0;1;742;458;12;43;102;127;0;0;735;685;46;4;0;7;735;693;42;7;0;0;0;0;741;741;0;1;698;15;28;360;360;360;0;0;284;9;42;0;25;0;359;0;0;1;360;226;7;21;44;62;0;0;358;336;20;2;0;2;356;335;21;4;0;0;0;0;359;359;0;1;339;7;13;382;382;382;0;0;306;10;45;0;21;0;382;0;0;0;382;232;5;22;58;65;0;0;377;349;26;2;0;5;379;358;21;3;0;0;0;0;382;382;0;0;359;8;15
250030405000039;1;733;733;733;0;0;613;0;93;0;26;1;733;0;0;0;733;733;0;0;0;0;0;0;733;672;49;12;0;0;733;24;709;0;0;0;0;0;733;733;0;0;733;0;0;352;352;352;0;0;299;0;42;0;11;0;352;0;0;0;352;352;0;0;0;0;0;0;352;323;24;5;0;0;352;13;339;0;0;0;0;0;352;352;0;0;352;0;0;381;381;381;0;0;314;0;51;0;15;1;381;0;0;0;381;381;0;0;0;0;0;0;381;349;25;7;0;0;381;11;370;0;0;0;0;0;381;381;0;0;381;0;0
250030405000040;1;1158;1158;1158;0;0;933;24;112;5;71;13;1157;0;0;1;1156;977;0;165;0;14;0;2;1146;958;176;12;0;12;1154;1154;0;4;0;0;0;0;1154;1154;0;4;1063;51;40;569;569;569;0;0;453;13;62;2;34;5;568;0;0;1;568;485;0;75;0;8;0;1;563;469;89;5;0;6;567;567;0;2;0;0;0;0;567;567;0;2;523;21;23;589;589;589;0;0;480;11;50;3;37;8;589;0;0;0;588;492;0;90;0;6;0;1;583;489;87;7;0;6;587;587;0;2;0;0;0;0;587;587;0;2;540;30;17
250030405000041;1;623;623;623;0;0;497;9;39;0;78;0;571;0;0;52;608;34;9;500;65;0;0;15;608;576;27;5;0;15;511;511;0;105;0;7;0;0;623;623;0;0;606;10;7;314;314;314;0;0;255;6;20;0;33;0;288;0;0;26;306;16;5;248;37;0;0;8;306;289;14;3;0;8;254;254;0;56;0;4;0;0;314;314;0;0;307;4;3;309;309;309;0;0;242;3;19;0;45;0;283;0;0;26;302;18;4;252;28;0;0;7;302;287;13;2;0;7;257;257;0;49;0;3;0;0;309;309;0;0;299;6;4
250030405000042;1;822;822;822;0;0;640;0;118;0;2;62;776;0;0;46;796;402;0;384;10;0;0;26;779;719;57;3;0;43;689;659;30;118;0;15;0;0;807;807;0;15;783;0;24;394;394;394;0;0;308;0;54;0;1;31;367;0;0;27;379;188;0;186;5;0;0;15;369;341;26;2;0;25;319;306;13;65;0;10;0;0;385;385;0;9;369;0;16;428;428;428;0;0;332;0;64;0;1;31;409;0;0;19;417;214;0;198;5;0;0;11;410;378;31;1;0;18;370;353;17;53;0;5;0;0;422;422;0;6;414;0;8
250030405000043;1;730;730;730;0;0;533;0;103;3;74;17;682;3;0;45;697;147;0;413;137;0;0;33;690;656;30;4;0;40;454;454;0;60;9;207;0;0;705;705;0;25;675;13;17;355;355;355;0;0;258;0;45;1;41;10;327;2;0;26;343;72;0;205;66;0;0;12;341;327;13;1;0;14;216;216;0;31;6;102;0;0;341;341;0;14;329;5;7;375;375;375;0;0;275;0;58;2;33;7;355;1;0;19;354;75;0;208;71;0;0;21;349;329;17;3;0;26;238;238;0;29;3;105;0;0;364;364;0;11;346;8;10
250030405000044;1;1008;1008;1008;0;0;930;0;73;0;5;0;913;0;0;95;999;762;0;214;0;0;23;9;978;970;8;0;0;30;1008;1008;0;0;0;0;0;0;986;985;1;22;947;38;0;507;507;507;0;0;469;0;35;0;3;0;460;0;0;47;504;380;0;113;0;0;11;3;492;489;3;0;0;15;507;507;0;0;0;0;0;0;496;496;0;11;476;20;0;501;501;501;0;0;461;0;38;0;2;0;453;0;0;48;495;382;0;101;0;0;12;6;486;481;5;0;0;15;501;501;0;0;0;0;0;0;490;489;1;11;471;18;0
250040305000001;1;993;993;993;0;0;779;2;128;4;80;0;842;52;14;85;993;925;9;44;15;0;0;0;993;541;349;71;32;0;988;231;757;3;0;2;0;0;993;993;0;0;912;78;3;470;470;470;0;0;368;1;58;3;40;0;397;26;5;42;470;443;4;16;7;0;0;0;470;259;161;35;15;0;468;101;367;1;0;1;0;0;470;470;0;0;432;35;3;523;523;523;0;0;411;1;70;1;40;0;445;26;9;43;523;482;5;28;8;0;0;0;523;282;188;36;17;0;520;130;390;2;0;1;0;0;523;523;0;0;480;43;0
250040305000002;1;1107;1107;1107;0;0;813;0;204;0;90;0;1057;24;0;26;1102;677;5;94;29;0;297;5;1097;898;171;28;0;10;1089;275;814;4;0;14;0;0;1107;1107;0;0;1023;82;2;520;520;520;0;0;385;0;97;0;38;0;497;13;0;10;516;316;2;42;13;0;143;4;516;428;76;12;0;4;506;131;375;3;0;11;0;0;520;520;0;0;478;41;1;587;587;587;0;0;428;0;107;0;52;0;560;11;0;16;586;361;3;52;16;0;154;1;581;470;95;16;0;6;583;144;439;1;0;3;0;0;587;587;0;0;545;41;1
250040305000003;1;1226;1226;1226;0;0;897;0;240;0;89;0;1139;12;3;72;1226;397;12;586;12;0;219;0;1183;865;282;36;0;43;1205;1205;0;16;0;2;0;3;1222;1222;0;4;1124;98;0;578;578;578;0;0;427;0;107;0;44;0;539;6;2;31;578;192;7;286;4;0;89;0;557;399;141;17;0;21;569;569;0;7;0;1;0;1;576;576;0;2;526;50;0;648;648;648;0;0;470;0;133;0;45;0;600;6;1;41;648;205;5;300;8;0;130;0;626;466;141;19;0;22;636;636;0;9;0;1;0;2;646;646;0;2;598;48;0
250040305000004;1;1199;1199;1199;0;0;906;0;205;0;85;3;1065;6;0;128;1195;404;49;186;552;0;4;4;1194;982;157;35;20;5;1176;1010;166;20;0;3;0;0;1194;1187;7;5;1162;22;3;570;570;570;0;0;434;0;92;0;42;2;508;2;0;60;568;209;27;81;249;0;2;2;567;465;75;18;9;3;564;482;82;4;0;2;0;0;567;562;5;3;549;11;2;629;629;629;0;0;472;0;113;0;43;1;557;4;0;68;627;195;22;105;303;0;2;2;627;517;82;17;11;2;612;528;84;16;0;1;0;0;627;625;2;2;613;11;1
250040305000005;1;732;732;732;0;0;490;0;197;0;20;25;636;36;0;60;732;637;17;33;45;0;0;0;657;642;15;0;0;75;732;569;163;0;0;0;0;0;717;717;0;15;714;3;0;368;368;368;0;0;245;0;100;0;9;14;320;18;0;30;368;317;9;18;24;0;0;0;334;326;8;0;0;34;368;289;79;0;0;0;0;0;358;358;0;10;357;1;0;364;364;364;0;0;245;0;97;0;11;11;316;18;0;30;364;320;8;15;21;0;0;0;323;316;7;0;0;41;364;280;84;0;0;0;0;0;359;359;0;5;357;2;0
250040305000006;1;1161;1161;1161;0;0;850;0;219;0;87;5;1034;76;1;50;1149;1027;0;55;67;0;0;12;1002;963;39;0;0;159;1161;1161;0;0;0;0;0;0;1161;1161;0;0;1121;18;22;584;584;584;0;0;441;0;101;0;39;3;515;42;1;26;578;516;0;30;32;0;0;6;502;485;17;0;0;82;584;584;0;0;0;0;0;0;584;584;0;0;564;10;10;577;577;577;0;0;409;0;118;0;48;2;519;34;0;24;571;511;0;25;35;0;0;6;500;478;22;0;0;77;577;577;0;0;0;0;0;0;577;577;0;0;557;8;12
250040305000007;1;1429;1429;1415;0;0;1137;6;204;0;82;0;667;205;5;552;1424;693;5;141;580;5;0;5;1223;1122;90;7;4;206;1408;378;1030;11;0;7;3;0;1428;1424;4;1;1358;66;0;702;702;695;0;0;561;2;98;0;41;0;318;100;2;282;699;341;3;64;288;3;0;3;586;540;43;2;1;116;693;183;510;5;0;4;0;0;701;699;2;1;666;33;0;727;727;720;0;0;576;4;106;0;41;0;349;105;3;270;725;352;2;77;292;2;0;2;637;582;47;5;3;90;715;195;520;6;0;3;3;0;727;725;2;0;692;33;0
250040305000008;1;775;775;775;0;0;697;0;69;0;3;6;442;17;0;316;775;538;202;0;28;0;7;0;733;550;151;28;4;42;775;775;0;0;0;0;0;0;775;775;0;0;757;18;0;383;383;383;0;0;342;0;37;0;2;2;207;8;0;168;383;267;97;0;16;0;3;0;360;275;72;11;2;23;383;383;0;0;0;0;0;0;383;383;0;0;373;10;0;392;392;392;0;0;355;0;32;0;1;4;235;9;0;148;392;271;105;0;12;0;4;0;373;275;79;17;2;19;392;392;0;0;0;0;0;0;392;392;0;0;384;8;0
250040305000009;8;472;472;472;0;0;310;0;0;46;97;19;0;205;38;229;419;0;10;250;81;0;78;53;378;333;35;10;0;94;0;0;0;409;26;37;0;0;467;463;4;5;381;76;6;235;235;235;0;0;149;0;0;23;51;12;0;108;18;109;206;0;4;121;45;0;36;29;187;165;17;5;0;48;0;0;0;205;12;18;0;0;232;229;3;3;186;40;3;237;237;237;0;0;161;0;0;23;46;7;0;97;20;120;213;0;6;129;36;0;42;24;191;168;18;5;0;46;0;0;0;204;14;19;0;0;235;234;1;2;195;36;3
250040305000010;8;487;487;487;0;0;361;0;7;50;69;0;0;59;8;420;415;0;0;283;0;0;132;72;374;320;54;0;0;113;0;0;0;463;7;8;9;0;485;485;0;2;316;140;29;250;250;250;0;0;186;0;5;25;34;0;0;31;5;214;210;0;0;138;0;0;72;40;189;166;23;0;0;61;0;0;0;237;5;5;3;0;249;249;0;1;162;74;13;237;237;237;0;0;175;0;2;25;35;0;0;28;3;206;205;0;0;145;0;0;60;32;185;154;31;0;0;52;0;0;0;226;2;3;6;0;236;236;0;1;154;66;16
250040305000011;8;1329;1329;1329;0;0;1016;3;8;96;113;93;2;367;59;901;1012;0;0;620;392;0;0;317;364;332;26;6;0;965;2;2;0;1120;7;199;0;1;1301;1301;0;28;1085;83;133;707;707;707;0;0;543;1;4;49;58;52;1;184;34;488;536;0;0;323;213;0;0;171;191;175;13;3;0;516;1;1;0;586;4;115;0;1;692;692;0;15;577;44;71;622;622;622;0;0;473;2;4;47;55;41;1;183;25;413;476;0;0;297;179;0;0;146;173;157;13;3;0;449;1;1;0;534;3;84;0;0;609;609;0;13;508;39;62
250040305000012;8;413;413;407;0;0;194;0;0;12;207;0;0;153;74;186;322;0;9;199;95;6;13;91;125;125;0;0;0;288;0;0;0;340;0;68;5;0;413;413;0;0;382;19;12;211;211;208;0;0;95;0;0;7;109;0;0;81;38;92;157;0;1;100;46;3;7;54;64;64;0;0;0;147;0;0;0;173;0;37;1;0;211;211;0;0;193;12;6;202;202;199;0;0;99;0;0;5;98;0;0;72;36;94;165;0;8;99;49;3;6;37;61;61;0;0;0;141;0;0;0;167;0;31;4;0;202;202;0;0;189;7;6
250040305000013;8;509;509;509;0;0;450;11;0;4;44;0;0;242;152;115;459;0;0;403;33;0;23;50;215;162;49;4;0;294;17;17;0;457;12;23;0;0;509;509;0;0;391;79;39;251;251;251;0;0;221;7;0;2;21;0;0;121;71;59;226;0;0;197;18;0;11;25;109;82;25;2;0;142;9;9;0;224;7;11;0;0;251;251;0;0;191;43;17;258;258;258;0;0;229;4;0;2;23;0;0;121;81;56;233;0;0;206;15;0;12;25;106;80;24;2;0;152;8;8;0;233;5;12;0;0;258;258;0;0;200;36;22
250040305000014;8;946;946;946;0;0;792;0;9;9;136;0;0;316;180;450;727;0;0;600;72;10;45;219;400;367;33;0;0;546;0;0;0;814;4;119;5;4;936;932;4;10;827;101;4;441;441;441;0;0;362;0;6;4;69;0;0;152;83;206;347;0;0;282;34;4;27;94;183;167;16;0;0;258;0;0;0;378;2;56;3;2;436;435;1;5;395;38;2;505;505;505;0;0;430;0;3;5;67;0;0;164;97;244;380;0;0;318;38;6;18;125;217;200;17;0;0;288;0;0;0;436;2;63;2;2;500;497;3;5;432;63;2
250040305000015;8;1095;1095;1095;0;0;1006;0;0;36;48;5;0;339;311;445;811;0;409;208;83;0;111;284;351;341;10;0;0;744;0;0;0;871;3;217;0;4;1092;1088;4;3;910;95;83;568;568;568;0;0;517;0;0;19;29;3;0;179;160;229;417;0;205;101;51;0;60;151;181;176;5;0;0;387;0;0;0;441;3;122;0;2;566;564;2;2;477;44;43;527;527;527;0;0;489;0;0;17;19;2;0;160;151;216;394;0;204;107;32;0;51;133;170;165;5;0;0;357;0;0;0;430;0;95;0;2;526;524;2;1;433;51;40
250040305000016;8;838;838;838;0;0;776;0;0;1;61;0;0;101;451;286;836;0;521;297;18;0;0;2;617;537;80;0;0;221;0;0;0;767;0;71;0;0;838;838;0;0;791;18;29;429;429;429;0;0;400;0;0;1;28;0;0;52;227;150;428;0;265;155;8;0;0;1;309;275;34;0;0;120;0;0;0;394;0;35;0;0;429;429;0;0;403;11;15;409;409;409;0;0;376;0;0;0;33;0;0;49;224;136;408;0;256;142;10;0;0;1;308;262;46;0;0;101;0;0;0;373;0;36;0;0;409;409;0;0;388;7;14
250040305000017;5;428;428;428;0;0;371;0;53;0;4;0;425;0;0;3;428;54;0;345;29;0;0;0;428;359;53;16;0;0;400;0;400;18;10;0;0;0;428;428;0;0;391;21;16;208;208;208;0;0;184;0;23;0;1;0;206;0;0;2;208;30;0;161;17;0;0;0;208;175;24;9;0;0;194;0;194;9;5;0;0;0;208;208;0;0;188;12;8;220;220;220;0;0;187;0;30;0;3;0;219;0;0;1;220;24;0;184;12;0;0;0;220;184;29;7;0;0;206;0;206;9;5;0;0;0;220;220;0;0;203;9;8
250040305000018;8;1355;1355;1355;0;0;1287;15;7;15;20;11;141;569;372;273;1298;0;0;1080;213;0;5;57;736;618;98;11;9;619;28;1;27;1200;23;77;0;27;1353;1345;8;2;1054;130;161;696;696;696;0;0;658;10;2;9;12;5;78;283;201;134;667;0;0;547;117;0;3;29;373;317;47;5;4;323;17;0;17;610;12;46;0;11;694;691;3;2;543;64;84;659;659;659;0;0;629;5;5;6;8;6;63;286;171;139;631;0;0;533;96;0;2;28;363;301;51;6;5;296;11;1;10;590;11;31;0;16;659;654;5;0;511;66;77
250040305000019;8;282;282;282;0;0;246;0;0;2;34;0;6;34;218;24;246;0;0;223;23;0;0;36;245;213;32;0;0;37;0;0;0;222;13;47;0;0;282;282;0;0;266;4;12;146;146;146;0;0;132;0;0;2;12;0;2;17;114;13;124;0;0;109;15;0;0;22;123;109;14;0;0;23;0;0;0;111;8;27;0;0;146;146;0;0;135;3;8;136;136;136;0;0;114;0;0;0;22;0;4;17;104;11;122;0;0;114;8;0;0;14;122;104;18;0;0;14;0;0;0;111;5;20;0;0;136;136;0;0;131;1;4
250040305000020;8;754;754;754;0;0;677;0;5;0;72;0;171;211;220;152;736;0;14;675;47;0;0;18;733;625;97;11;0;21;0;0;0;596;18;136;0;4;748;748;0;6;690;15;43;381;381;381;0;0;338;0;2;0;41;0;89;104;110;78;368;0;5;339;24;0;0;13;367;320;44;3;0;14;0;0;0;302;7;71;0;1;377;377;0;4;345;8;24;373;373;373;0;0;339;0;3;0;31;0;82;107;110;74;368;0;9;336;23;0;0;5;366;305;53;8;0;7;0;0;0;294;11;65;0;3;371;371;0;2;345;7;19
250040305000021;8;612;612;612;0;0;505;4;8;59;36;0;12;198;94;308;579;0;0;468;95;11;5;33;252;188;44;20;0;360;47;0;47;532;5;21;0;7;609;609;0;3;464;138;7;297;297;297;0;0;251;3;2;28;13;0;6;98;44;149;284;0;0;226;52;4;2;13;122;92;23;7;0;175;21;0;21;259;2;11;0;4;296;296;0;1;222;71;3;315;315;315;0;0;254;1;6;31;23;0;6;100;50;159;295;0;0;242;43;7;3;20;130;96;21;13;0;185;26;0;26;273;3;10;0;3;313;313;0;2;242;67;4
250040305000022;8;367;364;364;0;0;290;0;13;20;34;7;0;106;24;234;352;0;7;286;46;0;13;12;305;266;35;4;0;59;4;0;4;353;0;7;0;0;358;358;0;6;333;2;23;181;180;180;0;0;142;0;8;11;17;2;0;48;16;116;174;0;4;134;27;0;9;6;148;130;17;1;0;32;1;0;1;174;0;5;0;0;178;178;0;2;165;1;12;186;184;184;0;0;148;0;5;9;17;5;0;58;8;118;178;0;3;152;19;0;4;6;157;136;18;3;0;27;3;0;3;179;0;2;0;0;180;180;0;4;168;1;11
250040305000023;1;567;567;567;0;0;426;0;115;0;26;0;470;30;1;66;558;466;0;44;32;0;16;9;463;462;1;0;0;104;541;321;220;0;2;24;0;0;567;567;0;0;566;1;0;293;293;293;0;0;219;0;61;0;13;0;242;18;1;32;289;241;0;23;18;0;7;4;237;236;1;0;0;56;282;162;120;0;1;10;0;0;293;293;0;0;292;1;0;274;274;274;0;0;207;0;54;0;13;0;228;12;0;34;269;225;0;21;14;0;9;5;226;226;0;0;0;48;259;159;100;0;1;14;0;0;274;274;0;0;274;0;0
250040305000024;1;605;605;605;0;0;488;2;92;0;23;0;340;140;2;123;605;406;0;119;78;0;2;0;605;388;188;25;4;0;605;560;45;0;0;0;0;0;602;602;0;3;588;3;11;292;292;292;0;0;235;1;42;0;14;0;159;70;1;62;292;204;0;53;34;0;1;0;292;189;91;11;1;0;292;270;22;0;0;0;0;0;291;291;0;1;283;1;7;313;313;313;0;0;253;1;50;0;9;0;181;70;1;61;313;202;0;66;44;0;1;0;313;199;97;14;3;0;313;290;23;0;0;0;0;0;311;311;0;2;305;2;4
250050205000001;1;996;996;996;0;0;799;8;112;6;71;0;995;0;0;1;996;81;0;660;244;0;11;0;975;852;99;24;0;21;992;992;0;4;0;0;0;0;992;992;0;4;926;31;35;469;469;469;0;0;371;5;54;3;36;0;468;0;0;1;469;40;0;308;116;0;5;0;457;401;47;9;0;12;468;468;0;1;0;0;0;0;467;467;0;2;434;16;17;527;527;527;0;0;428;3;58;3;35;0;527;0;0;0;527;41;0;352;128;0;6;0;518;451;52;15;0;9;524;524;0;3;0;0;0;0;525;525;0;2;492;15;18
250050205000002;1;953;952;952;0;0;792;0;112;0;48;0;950;0;0;2;930;226;0;430;274;0;0;22;927;800;110;17;0;25;952;952;0;0;0;0;0;0;949;949;0;3;932;9;8;450;449;449;0;0;373;0;53;0;23;0;447;0;0;2;436;108;0;204;124;0;0;13;434;372;55;7;0;15;449;449;0;0;0;0;0;0;446;446;0;3;439;5;2;503;503;503;0;0;419;0;59;0;25;0;503;0;0;0;494;118;0;226;150;0;0;9;493;428;55;10;0;10;503;503;0;0;0;0;0;0;503;503;0;0;493;4;6
250050205000003;1;1068;1068;1068;0;0;889;15;93;0;71;0;860;0;0;208;989;18;7;888;76;0;0;79;788;719;59;7;3;280;985;572;413;67;0;15;0;1;1032;1032;0;36;916;31;85;521;521;521;0;0;435;9;40;0;37;0;415;0;0;106;482;6;4;428;44;0;0;39;375;343;27;4;1;146;482;269;213;31;0;7;0;1;501;501;0;20;442;15;44;547;547;547;0;0;454;6;53;0;34;0;445;0;0;102;507;12;3;460;32;0;0;40;413;376;32;3;2;134;503;303;200;36;0;8;0;0;531;531;0;16;474;16;41
250050205000004;1;1243;1238;1218;0;20;954;6;199;3;76;0;1238;0;0;0;1238;0;3;807;428;0;0;0;1238;1040;144;50;4;0;1234;1234;0;4;0;0;0;0;1238;1238;0;0;1210;11;17;610;605;594;0;11;459;4;102;2;38;0;605;0;0;0;605;0;2;409;194;0;0;0;605;510;70;23;2;0;602;602;0;3;0;0;0;0;605;605;0;0;594;5;6;633;633;624;0;9;495;2;97;1;38;0;633;0;0;0;633;0;1;398;234;0;0;0;633;530;74;27;2;0;632;632;0;1;0;0;0;0;633;633;0;0;616;6;11
